credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec
1,debt_consolidation,0.157,875.27,11.50791292,9.68,717,5220.041667,19466,99.3,0,0,0
1,all_other,0.0768,154.39,10.46310334,0.0,772,6809.958333,1238,7.3,0,1,0
0,debt_consolidation,0.1387,85.29,10.1266311,4.18,647,509.95833330000005,2634,38.2,4,0,0
1,all_other,0.1357,509.53,11.112447900000001,17.89,692,8550.041667,13966,60.7,0,0,0
0,all_other,0.1186,49.72,10.23995979,14.31,667,539.9583332999999,0,0.0,1,1,0
1,all_other,0.0768,31.19,11.184421400000002,16.9,767,6419.958333,28938,23.4,0,0,0
1,all_other,0.1158,215.42,10.27518903,3.06,712,3300.0,19349,86.4,0,1,0
1,credit_card,0.0932,351.42,11.095398300000001,19.15,747,3749.958333,4148,14.3,2,0,0
1,small_business,0.0932,111.82,9.862665558,7.25,767,9662.958333,4160,40.8,0,0,0
1,home_improvement,0.1496,173.23,11.25161265,16.99,662,8550.0,9586,41.5,2,4,0
0,credit_card,0.1095,107.96,11.28616287,23.17,722,4680.0,31890,48.1,4,0,0
1,home_improvement,0.0964,154.08,11.00209984,12.94,697,2969.041667,2822,9.9,3,0,0
0,home_improvement,0.1596,84.34,10.04324949,15.86,632,569.9583332999999,231,77.0,2,0,0
1,debt_consolidation,0.0901,95.42,9.210340372000001,6.72,707,3329.0,2808,51.1,3,1,0
1,small_business,0.1136,822.78,12.128111099999998,11.07,727,4446.0,5567,20.9,0,0,0
0,all_other,0.1312,180.57,8.29404964,15.0,662,178.95833330000002,0,47.8,1,0,0
0,debt_consolidation,0.1734,687.79,11.24255927,12.74,652,6583.0,20767,81.1,0,0,3
1,all_other,0.08,156.69,11.27720313,0.5,782,7622.0,33,0.2,2,0,0
1,all_other,0.08,313.37,10.59663473,6.48,777,4923.0,19998,18.3,1,0,0
1,debt_consolidation,0.1158,445.69,10.84450992,15.34,717,2819.958333,13582,51.1,2,0,0
1,debt_consolidation,0.1474,552.59,10.9040459,9.13,682,7620.0,17436,71.9,1,0,0
1,debt_consolidation,0.1103,311.16,11.22524339,11.3,692,4380.0,9711,71.4,0,1,0
1,all_other,0.0838,66.18,9.893437217,2.36,722,5790.0,1489,62.0,1,0,0
0,all_other,0.1322,40.57,10.076263699999998,8.78,682,2160.0,1328,83.0,4,1,0
0,debt_consolidation,0.1608,35.2,10.30895266,23.84,642,2490.0,10125,90.4,1,0,0
1,all_other,0.1221,159.92,11.12732181,3.99,702,5040.0,468,7.2,1,1,0
0,debt_consolidation,0.1392,682.74,11.60823564,18.57,692,6690.041667,105424,69.4,1,1,0
1,debt_consolidation,0.1316,405.25,10.4341158,19.55,682,2490.0,23806,76.1,0,0,0
1,home_improvement,0.0932,399.34,10.81977828,11.71,782,4800.0,1052,8.6,0,0,0
1,debt_consolidation,0.1287,168.17,10.58446093,20.01,697,2760.041667,5066,84.4,1,0,0
1,credit_card,0.1426,483.72,10.858999,20.91,722,6360.041667,42613,98.4,1,0,0
0,debt_consolidation,0.1357,679.37,11.51292546,14.6,707,5790.0,23794,62.4,4,0,0
1,all_other,0.1496,691.17,11.20612853,10.29,707,1531.0,12560,53.0,0,0,0
1,all_other,0.1114,164.02,11.28978191,11.07,722,4800.0,918,35.3,1,0,0
1,debt_consolidation,0.1221,519.72,10.81977828,4.06,707,3165.0,16594,55.3,1,0,0
1,all_other,0.1158,495.21,11.71177632,4.34,727,4740.0,13410,20.0,0,0,0
1,all_other,0.1695,160.33,10.83958091,5.65,662,2611.0,1925,96.2,0,1,0
1,small_business,0.1531,678.9,11.40756495,15.89,792,16350.0,34039,1.6,4,0,0
1,debt_consolidation,0.1253,562.24,10.81977828,8.21,732,2160.0,21589,84.9,0,0,0
0,educational,0.1482,41.5,8.699514748,3.0,637,900.0416667000002,932,66.6,1,1,0
1,debt_consolidation,0.1324,253.58,10.30895266,13.44,667,1289.958333,9142,81.6,1,0,0
1,credit_card,0.1126,87.09,10.77895629,20.8,702,15419.958330000001,8129,63.0,1,0,0
1,all_other,0.0859,56.9,10.08580911,8.95,722,1860.0,1620,17.1,0,0,0
1,educational,0.179,108.3,11.88448902,19.97,672,10470.04167,29748,51.3,0,1,0
0,debt_consolidation,0.1632,670.96,11.46163217,20.7,667,7353.0,32218,82.6,4,2,0
1,credit_card,0.1114,98.42,10.08580911,8.7,722,1830.0,6941,39.2,0,0,0
1,debt_consolidation,0.1695,534.41,11.08220409,22.85,682,2670.041667,17820,98.5,0,0,0
1,all_other,0.1426,137.23,10.54534144,9.92,667,5100.0,2822,37.1,1,0,0
0,credit_card,0.1091,163.48,10.65725935,1.21,677,719.0,1424,43.2,1,0,0
1,all_other,0.0894,203.34,10.727663,0.26,782,5399.958333,0,0.0,3,0,0
0,debt_consolidation,0.1347,182.34,10.10659165,23.36,692,1470.0,3039,50.6,5,0,0
1,debt_consolidation,0.1287,605.4,10.71441777,21.09,707,4530.041667,12076,39.7,0,0,0
1,all_other,0.0751,155.55,10.75790288,12.77,747,3420.041667,7326,18.2,0,0,0
1,all_other,0.1357,54.35,9.422220731,21.46,712,1470.0,0,0.0,3,0,0
1,debt_consolidation,0.1025,168.41,10.645424900000002,21.63,712,3420.041667,12970,66.2,2,0,0
0,debt_consolidation,0.1362,163.17,11.00209984,21.03,662,6600.0,16140,81.8,13,0,1
1,all_other,0.0859,455.19,11.12726298,7.82,802,8160.0,2889,14.5,1,0,0
1,all_other,0.1253,811.56,11.6811481,0.4,737,5280.0,1823,6.75,0,1,0
1,credit_card,0.1095,37.63,11.251560699999999,7.75,712,6240.0,6907,54.3,0,0,1
1,all_other,0.0976,578.79,11.50287513,8.86,742,4530.0,2448,61.2,3,0,0
1,debt_consolidation,0.0932,351.42,11.56171563,4.33,747,4619.958333,5297,20.2,1,0,0
1,credit_card,0.1189,145.93,10.645424900000002,14.09,707,2745.958333,2759,14.6,2,0,0
0,home_improvement,0.14300000000000002,252.28,11.08214255,8.22,667,4650.0,13081,83.9,5,0,0
1,credit_card,0.087,158.3,11.22524339,15.55,757,4770.0,66033,23.0,0,0,0
1,debt_consolidation,0.1221,259.03,11.05089001,14.86,697,3750.0,10013,38.7,3,0,0
1,debt_consolidation,0.1183,430.75,10.57131693,24.31,712,2280.041667,7834,55.2,0,0,0
1,educational,0.07400000000000001,86.97,10.81769612,7.96,807,14310.0,562,1.0,0,0,0
1,major_purchase,0.1158,118.85,10.40426284,23.6,712,1651.958333,10018,48.2,2,0,0
1,credit_card,0.1071,244.52,11.40756495,13.57,702,5010.0,7957,26.4,1,0,0
1,debt_consolidation,0.157,350.11,10.32219789,21.0,672,1740.0416670000002,6760,85.6,0,0,0
1,debt_consolidation,0.1148,478.05,11.27720313,6.88,752,7592.0,18003,35.0,5,0,0
1,debt_consolidation,0.1287,302.7,10.91508846,16.15,687,3391.041667,9846,80.0,0,0,0
1,debt_consolidation,0.0894,317.72,11.48246626,7.62,737,4830.041667,20574,38.2,2,0,0
1,debt_consolidation,0.1221,266.52,11.184421400000002,21.73,692,5969.958333,25449,69.3,0,0,0
0,debt_consolidation,0.1704,535.12,11.40756495,20.44,662,6060.958333,8086,68.9,5,0,0
1,all_other,0.1505,190.81,10.66904841,12.7,667,3719.958333,1953,57.4,2,1,0
0,debt_consolidation,0.1392,409.65,11.88448902,23.26,707,5700.041667,141967,95.5,1,0,0
1,debt_consolidation,0.1253,220.88,11.40235138,20.2,697,9240.0,27017,45.7,2,0,0
1,small_business,0.1982,185.37,10.85892207,5.53,692,1482.041667,1025,22.3,1,0,0
1,debt_consolidation,0.16,421.89,10.81985828,11.33,662,2730.0,11660,67.0,2,0,0
1,debt_consolidation,0.1671,710.18,11.08214255,20.09,662,4110.0,26255,74.3,1,0,0
0,debt_consolidation,0.0712,61.87,11.91839057,5.6,802,8489.958333,150786,2.2,0,0,0
1,educational,0.0838,315.12,10.30895266,4.2,737,1560.0,2282,19.0,1,0,0
1,home_improvement,0.0963,320.95,10.645424900000002,1.14,752,1859.9583329999998,974,4.5,1,0,0
0,small_business,0.1531,870.39,11.91839057,22.7,762,6960.0,248480,42.4,0,0,0
1,all_other,0.0894,524.23,11.58896015,3.16,802,9870.0,4588,6.7,0,0,0
1,all_other,0.0963,320.95,10.97678203,24.57,762,8849.958333,23607,37.5,4,0,0
1,debt_consolidation,0.1059,227.82,11.05879518,8.5,682,6839.958333,14930,79.0,1,0,1
1,all_other,0.0774,140.49,10.69203582,15.3,752,3119.958333,7204,31.3,0,0,0
1,debt_consolidation,0.0894,381.26,10.76848499,2.78,782,5405.0,6877,20.0,0,0,0
1,home_improvement,0.1028,388.79,11.48246626,5.58,697,4800.041667,19009,30.0,0,0,0
0,educational,0.1189,49.75,10.26548829,16.29,692,3809.958333,5906,44.4,4,0,0
1,all_other,0.1134,329.0,10.261161999999999,5.37,687,2730.041667,3245,54.1,2,0,1
1,credit_card,0.1059,244.09,10.59600954,12.1,687,4019.0,7914,30.8,3,2,0
0,credit_card,0.1482,414.93,11.23434848,10.24,652,1889.9583329999998,19512,38.3,1,1,0
1,debt_consolidation,0.1253,669.33,11.12726298,18.23,732,5070.0,25313,43.4,2,0,0
1,major_purchase,0.1148,316.5,10.97382039,10.99,717,3660.0,4431,17.3,2,0,0
0,debt_consolidation,0.1236,300.48,11.849397699999999,16.9,672,4440.0,45428,82.3,5,0,1
1,all_other,0.1221,333.15,11.42958733,10.45,702,3419.958333,17328,45.7,0,0,0
1,all_other,0.1183,99.41,10.42228135,15.61,697,9660.0,1125,23.4,2,0,0
1,major_purchase,0.157,350.11,11.19684392,3.29,662,6960.0,4322,86.4,0,0,4
1,all_other,0.0894,381.26,10.30895266,12.56,802,4349.958333,2316,4.8,0,0,0
1,debt_consolidation,0.1253,411.64,10.34817337,22.12,702,2280.0,14537,77.3,0,0,0
1,all_other,0.0774,93.66,10.08580911,24.55,742,5220.041667,20594,38.3,0,0,0
1,small_business,0.1095,294.43,11.38509209,12.78,722,2640.041667,19457,63.6,0,0,0
1,all_other,0.1253,200.8,10.77745516,9.59,687,13109.95833,10115,70.7,0,0,0
1,debt_consolidation,0.1183,803.5,11.53272809,3.0,767,6314.041667,5444,9.7,0,0,0
1,credit_card,0.1284,363.08,10.77895629,22.45,687,8219.958333,15260,77.9,0,0,1
0,all_other,0.1122,344.87,11.00209984,19.5,742,5609.958333,0,0.0,5,1,0
1,educational,0.16,112.51,9.903487553,6.3,677,1259.958333,1715,39.9,0,0,0
1,debt_consolidation,0.1136,493.67,10.79548559,17.61,712,3330.0,28261,70.0,3,0,0
1,small_business,0.1704,214.05,10.81977828,9.96,682,1890.0,8599,91.6,0,0,0
1,debt_consolidation,0.1442,206.3,9.980448594,18.39,677,1890.0,11297,85.6,1,0,0
1,all_other,0.1324,253.58,11.32055357,11.42,662,2609.958333,12844,51.8,1,0,1
1,debt_consolidation,0.1025,161.93,11.66134547,18.61,707,6510.041667,44229,75.7,0,0,0
1,credit_card,0.0894,476.58,11.60823564,7.07,797,6510.958333,7586,52.7,1,0,0
1,debt_consolidation,0.1316,337.71,10.66895539,24.47,682,3180.0,10193,44.9,0,1,0
0,all_other,0.1482,259.33,11.17043516,24.73,672,5880.0,34872,75.7,4,0,0
1,debt_consolidation,0.1217,399.55,10.08580911,14.5,672,1950.0416670000002,9273,43.9,0,0,0
0,home_improvement,0.1357,169.85,11.12136326,8.77,727,1349.958333,703,5.8,4,0,0
1,debt_consolidation,0.1253,167.34,9.903687533,11.04,707,1739.9583329999998,6361,34.7,0,0,0
1,debt_consolidation,0.0788,256.5,11.184421400000002,12.23,747,6840.041667,8185,46.0,2,0,0
1,debt_consolidation,0.1062,364.67,10.63585545,15.92,722,8833.0,5455,83.9,0,0,0
1,small_business,0.1316,515.0,11.184421400000002,17.68,722,5310.0,6759,0.0,3,0,0
1,debt_consolidation,0.1347,237.46,9.85198371,14.66,672,2070.0,8896,80.1,0,0,0
1,all_other,0.08,344.71,10.69194491,1.94,822,11579.95833,3879,7.9,2,0,0
1,credit_card,0.07400000000000001,65.23,11.6351431,13.19,747,4229.958333,19548,37.2,0,0,0
1,home_improvement,0.0774,149.85,11.60823564,2.81,792,5520.0,691,0.8,0,0,0
1,small_business,0.1496,692.9,11.5228758,14.48,767,5400.0,21076,48.1,1,0,0
1,debt_consolidation,0.1136,789.87,11.50287513,19.79,732,4650.041667,21459,52.0,0,0,0
0,debt_consolidation,0.1715,116.12,10.1266311,22.32,672,2519.958333,13430,79.5,9,0,0
1,debt_consolidation,0.1411,167.73,10.87804719,3.22,682,6060.0,4341,90.4,2,0,0
1,debt_consolidation,0.1253,811.56,11.406542199999999,11.41,732,3961.0,7404,54.8,1,0,0
1,debt_consolidation,0.1316,324.2,10.46310334,16.15,697,4204.0,14852,79.4,0,0,0
1,all_other,0.0963,96.29,11.33857208,16.86,717,7350.0,31089,78.1,1,0,0
1,debt_consolidation,0.1379,408.91,10.91523391,20.4,702,5550.0,7085,41.7,1,0,0
1,all_other,0.1505,867.29,11.69524702,3.26,712,3844.0,3173,6.2,1,1,0
1,debt_consolidation,0.0932,235.61,10.71441777,14.24,737,2282.041667,14429,28.2,0,0,0
1,small_business,0.1411,367.97,10.3072846,14.98,672,3389.958333,26333,77.2,0,0,0
0,debt_consolidation,0.147,621.34,11.69524702,26.25,697,5909.0,130799,89.4,3,0,0
1,credit_card,0.1025,388.62,11.35040654,18.56,732,3510.041667,15173,41.6,2,0,0
1,debt_consolidation,0.1109,819.54,11.40756495,17.11,722,6539.0,54925,97.8,0,0,0
0,debt_consolidation,0.1533,364.82,10.20359214,13.02,647,1109.0,8742,87.4,0,0,0
1,debt_consolidation,0.1204,498.51,11.51292546,15.82,682,9150.0,49459,88.8,1,2,0
1,debt_consolidation,0.1273,839.16,11.42954386,15.47,722,5708.041667,23251,70.7,0,0,0
1,credit_card,0.1531,870.39,11.72737243,16.65,707,10590.0,40413,85.6,0,0,0
1,debt_consolidation,0.1218,832.5,11.53751466,7.49,737,7499.958333,67492,55.7,0,0,0
0,debt_consolidation,0.1411,136.92,11.09437512,16.63,687,3479.958333,6685,59.2,7,0,0
1,all_other,0.0932,159.74,10.98494147,10.46,777,3100.041667,152,0.6,1,0,0
1,all_other,0.1103,157.22,10.66886237,2.34,687,1950.0,3273,44.8,1,0,0
1,debt_consolidation,0.0768,77.98,10.37349118,0.38,822,9968.041667,510,1.0,0,0,0
0,major_purchase,0.1322,243.37,10.82804224,12.62,692,2340.0,1007,24.0,4,4,0
0,major_purchase,0.1392,238.96,10.30895266,3.6,692,3839.958333,896,57.7,4,0,0
1,major_purchase,0.0859,316.11,11.71180911,2.85,792,5639.958333,16,0.0,3,0,0
1,all_other,0.1218,333.0,11.00209984,24.7,712,2217.0,17809,46.4,1,0,0
1,all_other,0.1273,335.67,11.00209984,20.64,712,1800.0,3353,54.1,0,0,0
0,all_other,0.1355,135.84,10.9331784,8.98,652,3630.0,1254,96.5,2,0,0
0,debt_consolidation,0.1709,211.51,10.81977828,26.52,657,7470.041667,18941,98.7,1,0,0
0,all_other,0.1411,171.15,10.12679109,5.62,682,2250.0,4974,24.6,5,0,0
1,educational,0.0859,31.62,10.91508846,10.69,757,9960.041667,17069,11.3,1,0,0
1,debt_consolidation,0.1166,138.82,11.13458902,8.51,672,4559.958333,20487,94.0,0,0,0
1,all_other,0.0774,312.19,11.184421400000002,3.42,777,9570.041667,11381,34.7,0,0,0
1,credit_card,0.1357,237.78,11.05089001,19.2,677,4290.0,18748,72.4,2,0,0
0,debt_consolidation,0.1348,271.4,11.19821472,12.44,682,4230.041667,11706,34.9,4,0,0
0,debt_consolidation,0.1438,359.95,10.89673933,4.33,642,4529.041667,21964,83.5,4,0,0
1,credit_card,0.1218,283.05,10.79957558,7.08,707,3210.0,7679,80.0,0,0,0
1,all_other,0.0832,236.14,10.53677857,9.01,762,2881.0,4007,24.0,0,0,0
1,credit_card,0.0963,102.71,10.63933496,19.58,717,8340.0,6479,38.1,1,0,0
0,all_other,0.0743,155.38,11.65442503,1.0,802,6750.041667,0,5.0,5,0,0
1,credit_card,0.1286,184.95,10.42376834,17.31,672,1950.0,12596,46.3,0,0,0
1,debt_consolidation,0.1166,330.53,10.4341158,23.96,742,3840.041667,11927,45.5,2,0,0
1,debt_consolidation,0.1189,497.46,11.28983191,17.64,717,2226.0,9663,30.7,2,0,0
0,all_other,0.1392,119.48,11.28978191,0.6,702,3479.958333,3312,10.4,6,0,0
1,debt_consolidation,0.1496,173.23,10.33516607,14.69,672,4800.041667,11886,90.0,0,0,0
1,educational,0.1103,589.56,10.66347529,6.15,707,2820.041667,6362,69.2,0,0,0
1,all_other,0.08,37.61,10.81977828,4.82,737,2490.0,1312,9.0,2,0,0
1,debt_consolidation,0.0859,221.28,10.645424900000002,17.26,737,2250.041667,1211,18.9,1,0,0
1,all_other,0.1218,159.84,11.07819631,12.07,697,5759.958333,21028,84.8,1,0,0
1,credit_card,0.0894,108.03,10.25428526,20.24,777,7112.041667,3459,17.3,5,0,0
1,all_other,0.1474,690.74,11.22524339,0.32,702,2820.041667,2229,14.1,0,0,0
1,all_other,0.0932,95.85,10.12085445,18.01,722,1860.0,4851,12.9,2,0,0
1,home_improvement,0.0859,316.11,11.23321156,4.75,752,5220.0,22078,19.8,2,0,0
1,debt_consolidation,0.1183,596.41,11.18191827,19.31,722,3720.041667,9918,21.1,1,0,0
1,debt_consolidation,0.1284,152.97,10.30815234,21.18,682,4109.958333,1125,64.3,3,0,1
1,debt_consolidation,0.16,351.58,11.35040654,8.6,672,5220.0,9132,36.5,2,0,0
1,all_other,0.1218,149.85,11.21182037,1.49,707,3780.0,2698,33.3,2,1,0
1,all_other,0.0932,95.85,10.37361617,2.92,732,6126.0,1836,27.0,1,0,0
1,small_business,0.1774,864.51,11.08214255,6.18,707,11940.0,46100,75.5,2,0,1
1,small_business,0.1843,305.51,10.412591699999998,4.18,667,1800.0,3244,73.7,1,0,0
1,debt_consolidation,0.1183,397.61,11.71177632,11.02,712,8888.041667,38771,38.5,1,0,0
1,all_other,0.1565,349.87,10.49127422,14.97,662,3810.041667,11147,82.6,2,0,0
1,debt_consolidation,0.1183,281.64,10.98529272,15.36,712,2250.041667,6444,41.8,0,0,0
1,debt_consolidation,0.1426,168.1,10.19913779,23.75,722,5070.0,17998,99.4,1,0,0
1,all_other,0.1253,60.24,10.57745191,11.9,682,5190.041667,2496,56.7,3,0,1
1,credit_card,0.0963,481.42,10.91508846,16.56,782,4980.041667,17709,31.1,0,0,0
1,all_other,0.1158,39.62,10.91508846,24.37,697,8700.0,22723,76.9,2,0,1
1,debt_consolidation,0.0963,385.14,10.46310334,15.94,767,7139.958333,12002,29.4,1,0,0
1,debt_consolidation,0.1189,198.99,10.77895629,23.55,712,1890.0,4659,41.6,0,0,0
0,debt_consolidation,0.1218,179.82,11.09011072,18.42,712,4529.958333,6638,24.8,5,0,0
1,all_other,0.1459,372.23,10.13062313,1.96,677,4682.0,1713,24.1,0,0,0
1,credit_card,0.1136,184.31,10.71441777,20.11,712,2340.041667,14949,87.9,0,0,0
0,home_improvement,0.1253,100.4,11.69524702,3.48,702,7650.0,334,5.6,4,0,0
0,credit_card,0.16699999999999998,710.03,11.28978191,23.41,677,9119.958333,81089,86.8,0,1,2
0,all_other,0.2017,55.88,10.57131693,17.32,677,1709.9583329999998,1513,37.8,10,0,0
1,educational,0.0859,110.64,10.38899537,7.83,737,2160.0,1092,9.9,0,0,0
1,credit_card,0.1189,82.91,11.65268741,8.86,687,11789.95833,32812,48.3,0,0,0
1,debt_consolidation,0.0859,269.48,10.89673933,10.56,782,4110.041667,3168,15.1,0,0,0
1,credit_card,0.1426,274.45,11.15625052,18.48,672,6540.0,7862,71.5,0,0,0
1,all_other,0.0859,151.73,10.96812932,8.07,737,2880.0,3333,20.1,1,0,0
1,small_business,0.1635,883.23,10.7864283,10.52,717,4262.041667,13160,64.9,0,1,0
1,home_improvement,0.1461,861.88,11.62625415,16.66,712,9120.0,65844,48.9,1,0,0
1,all_other,0.1253,836.66,11.60827201,10.97,732,5611.041667,33383,63.2,1,0,0
1,debt_consolidation,0.1253,401.6,10.87804719,20.15,737,5940.0,18154,54.4,0,0,0
1,major_purchase,0.0714,154.7,10.38899537,7.46,762,4920.041667,26110,40.4,2,0,0
0,debt_consolidation,0.1545,69.78,10.79957558,17.85,642,4590.0,1690,4.3,1,2,0
0,debt_consolidation,0.1091,114.44,9.61580548,11.52,682,990.0,3570,72.4,0,0,0
1,debt_consolidation,0.1442,302.57,10.74281084,5.94,707,4379.958333,8134,80.2,0,0,0
1,all_other,0.0951,230.68,10.38887228,15.84,717,1800.0,3247,33.3,1,0,0
1,debt_consolidation,0.1411,342.29,10.91501573,16.52,682,7950.041667,18707,73.4,1,0,0
0,debt_consolidation,0.1253,368.13,10.89673933,11.36,712,7802.958333,11216,20.1,5,0,0
1,small_business,0.1426,411.67,11.50287513,3.83,762,6059.958333,10106,67.4,3,0,0
1,all_other,0.1148,69.24,10.71441777,18.24,717,1830.0,6554,55.1,2,0,0
0,debt_consolidation,0.1292,100.97,10.54534144,19.52,672,4529.958333,8443,33.2,4,1,0
1,credit_card,0.1316,312.38,10.858999,21.9,702,2040.0,9190,86.7,0,0,0
1,debt_consolidation,0.0932,255.58,11.08214255,1.94,782,4650.0,3845,25.6,0,0,0
0,all_other,0.1861,244.28,11.831379199999999,28.26,642,3809.958333,205016,88.3,3,0,0
1,all_other,0.1095,261.71,10.04966366,14.46,727,3510.0,7251,25.6,1,0,0
1,debt_consolidation,0.08,219.36,11.61728548,5.1,752,8250.041667,36923,27.7,2,0,0
1,credit_card,0.0859,252.89,10.0604913,17.23,762,2550.0,2296,9.3,2,0,0
1,all_other,0.1189,149.24,10.87221892,13.03,722,2729.958333,850,14.2,0,1,0
1,debt_consolidation,0.1253,602.4,11.35040654,18.96,727,6510.0,59861,92.2,0,0,0
1,debt_consolidation,0.1632,261.32,10.77895629,3.85,662,1140.0,6375,70.8,0,0,0
0,debt_consolidation,0.2011,260.53,10.30895266,10.44,667,540.0416667000001,6402,80.0,4,0,1
1,all_other,0.0932,159.74,10.30895266,14.16,762,5550.041667,1445,6.5,2,0,0
1,all_other,0.1347,169.62,10.91501573,8.66,707,1530.0,5337,56.2,0,0,0
1,educational,0.0751,217.77,10.54534144,17.43,747,1681.0416670000002,2701,9.1,0,0,0
1,all_other,0.0859,195.99,11.00209984,19.1,742,5429.958333,9367,36.7,0,0,0
1,small_business,0.1126,492.95,11.15625052,13.39,792,5669.958333,0,0.0,0,0,0
0,debt_consolidation,0.1284,168.09,10.30895266,12.8,717,1200.958333,877,8.7,5,0,0
0,home_improvement,0.1229,250.15,10.73639668,3.03,672,983.0,5556,27.1,2,0,0
1,debt_consolidation,0.0945,128.04,10.27505111,17.63,722,4320.0,3717,15.1,0,0,1
1,debt_consolidation,0.1221,666.3,11.00209984,23.44,717,4949.958333,44887,82.1,1,0,0
1,debt_consolidation,0.08,344.7,11.75981679,4.13,802,7980.0,5272,7.4,0,0,0
1,debt_consolidation,0.16699999999999998,887.54,11.91839057,24.77,677,8670.958333,56883,93.3,1,1,0
1,home_improvement,0.1253,234.27,11.28983191,15.93,702,4229.958333,20125,59.9,2,0,0
1,all_other,0.1568,367.52,11.00209984,14.42,677,5490.0,24151,61.1,3,0,0
1,debt_consolidation,0.0639,100.99,9.655026193,21.46,777,7712.0,3071,16.5,0,0,0
1,all_other,0.0743,62.15,11.12714533,9.99,767,8190.041667,2475,5.4,1,1,0
1,all_other,0.1221,99.95,10.91501573,11.89,697,2651.958333,3503,30.5,0,0,0
0,debt_consolidation,0.1375,102.17,10.59663473,16.71,642,1799.0,9135,76.8,28,0,0
1,all_other,0.1253,100.4,11.00209984,12.98,682,4800.0,8288,83.7,0,0,0
1,all_other,0.1287,168.17,10.59653473,3.0,712,1200.0,4009,38.5,0,0,0
1,credit_card,0.1189,276.92,11.61728548,1.92,702,8730.0,3421,7.4,1,0,0
0,credit_card,0.1418,109.65,10.1266311,22.32,657,1290.041667,5993,52.1,1,0,0
0,all_other,0.1438,227.66,10.71441777,18.32,647,1140.041667,6367,80.6,0,0,0
0,debt_consolidation,0.1292,60.58,10.55581274,8.34,657,1620.958333,442,12.6,3,0,0
1,credit_card,0.1158,351.6,10.91508846,9.25,717,7199.958333,17808,58.0,2,0,0
0,debt_consolidation,0.1804,627.6,11.65268741,21.03,652,7140.041667,73941,63.5,2,0,0
1,home_improvement,0.0894,571.89,11.28978191,5.37,777,6990.0,17915,17.0,3,0,0
0,all_other,0.1482,242.05,10.645424900000002,11.14,642,1260.0,14902,80.1,1,0,0
1,debt_consolidation,0.1218,399.6,11.40756495,16.27,707,2820.958333,34730,52.6,0,0,0
1,home_improvement,0.09699999999999999,96.38,11.03488966,3.31,707,12150.0,8832,76.8,1,0,0
1,home_improvement,0.1284,63.88,10.44348355,23.29,672,3000.0,24209,54.9,2,0,0
1,debt_consolidation,0.1287,235.44,11.40756495,24.76,687,8416.0,26241,57.4,1,0,0
0,all_other,0.087,177.3,9.071078305,17.52,727,4351.0,9419,26.5,1,0,0
1,debt_consolidation,0.1347,254.42,11.08214255,13.75,722,7140.0,40310,66.7,1,0,0
1,debt_consolidation,0.1148,98.91,12.79385931,2.09,702,3660.0,1950,10.7,1,0,0
1,debt_consolidation,0.1148,659.37,11.51292546,11.02,752,3239.958333,1492,6.1,3,0,0
1,debt_consolidation,0.1392,716.88,11.35040654,18.59,702,2973.0,26090,89.7,2,0,0
1,all_other,0.0863,110.7,9.952277717000001,1.71,742,2345.0,1087,10.9,1,0,0
0,debt_consolidation,0.145,314.1,10.89951325,17.24,657,2699.958333,10643,71.9,1,0,0
1,debt_consolidation,0.1316,351.21,11.35040654,6.73,682,4290.0,4611,30.7,0,1,0
1,debt_consolidation,0.1172,413.51,10.49127422,11.9,677,2970.0,8375,91.0,3,0,0
0,credit_card,0.1284,294.16,11.56171563,18.01,682,3210.0,112549,82.7,0,0,0
1,major_purchase,0.0775,312.22,10.08580911,0.0,787,3809.041667,5028,12.1,0,0,0
0,debt_consolidation,0.1134,197.4,10.37349118,21.9,702,2760.041667,7152,100.7,0,0,0
1,debt_consolidation,0.1387,655.0,11.28522153,7.16,672,12554.04167,12301,56.4,1,0,0
1,debt_consolidation,0.1253,261.04,10.54534144,16.42,717,1860.0,25608,65.9,0,0,0
0,debt_consolidation,0.1438,359.95,11.22524339,13.07,657,2429.958333,22764,39.7,1,0,0
1,debt_consolidation,0.1482,691.55,11.22524339,14.69,672,4439.958333,29292,60.4,1,0,0
1,major_purchase,0.1505,208.15,11.07702177,11.58,717,4529.958333,5518,98.3,0,0,0
1,debt_consolidation,0.1411,342.29,10.77895629,15.0,687,4590.041667,11011,57.1,0,2,0
1,debt_consolidation,0.1635,628.86,11.35040654,19.23,667,3630.0,20300,78.7,1,0,0
1,debt_consolidation,0.1114,295.24,10.81977828,14.88,747,1863.0,546,3.7,4,0,0
1,all_other,0.0743,217.52,11.00209984,1.72,807,7230.0,3202,1.1,1,0,0
1,debt_consolidation,0.16699999999999998,710.03,11.40756495,21.8,697,6359.958333,39926,78.3,0,0,0
1,all_other,0.1229,93.39,10.18490001,25.43,737,1380.0,1705,6.4,0,0,0
1,major_purchase,0.1392,170.69,10.30895266,18.04,672,1950.0,7768,42.9,1,0,0
0,educational,0.0838,75.63,9.663007082,3.82,722,602.0416667000001,0,0.0,0,0,0
1,debt_consolidation,0.1426,54.89,10.77895629,16.15,667,2670.0,1587,41.8,2,0,0
1,home_improvement,0.1411,342.29,11.19134184,24.7,677,2078.0,45383,79.6,0,0,0
0,all_other,0.1861,688.17,12.32385568,16.47,642,5985.958333,64744,72.0,4,1,0
